gene	transcript	shNS_R1	shNS_R2	shNS_R3	shRUNX1_R1	shRUNX1_R2	shRUNX1_R3
TRIM61	NM_001012414	1.00	1.00	2.00	1.00	5.00	1.00
KRTAP9-1	NM_001190460	0.00	0.00	0.00	0.00	0.00	0.00
TULP4	NM_001007466,NM_020245	522.00	682.00	346.03	873.00	684.00	617.00
TAF1D	NM_024116	163.00	229.00	106.00	136.00	112.00	97.00
SYNJ2BP	NM_018373	889.00	1370.00	599.00	830.00	664.39	549.00
CES1P2	NR_033740	0.00	0.00	0.00	0.00	0.00	0.00
WDR45	NM_001029896,NM_007075	144.96	214.41	105.00	188.99	156.33	134.05
MIR873	NR_030618	0.00	0.00	0.00	0.00	0.00	0.00
ADNP2	NM_014913	277.00	495.00	241.00	357.00	448.00	370.00
KHDC3L	NM_001017361	0.00	0.00	0.00	0.00	1.00	0.00
MIR126	NR_029695	0.00	0.00	0.00	0.00	0.00	0.00
LOC101928851	NR_125907	0.00	0.00	0.00	0.00	0.00	0.00
NR0B1	NM_000475	0.00	0.00	0.00	0.00	0.00	0.00
NPAS1	NM_002517	8.00	14.00	7.00	14.00	2.00	5.00
FBXO18	NM_001258452,NM_001258453,NM_032807,NM_178150	626.00	971.73	408.00	531.45	589.00	500.31
SLC26A5	NM_001167962,NM_198999,NM_206883,NM_206884,NM_206885,NR_120441,NR_120442,NR_120443	1.00	0.00	0.00	3.00	5.00	2.00
ZRANB3	NM_001286568,NM_001286569,NM_032143	84.00	158.00	60.00	117.00	144.00	131.00
GRB7	NM_001030002,NM_001242442,NM_001242443,NM_005310	94.00	179.00	86.00	59.00	51.00	38.00
FMR1NB	NM_152578	2.00	0.00	0.00	0.00	0.00	0.00
KCTD8	NM_198353	0.00	0.00	0.00	0.00	0.00	0.00
PRPF4B	NM_003913	1407.00	2136.00	981.00	1023.00	915.00	844.00
DYX1C1	NM_001033559,NM_001033560,NM_130810	2.98	5.27	2.61	3.02	2.41	2.59
ADAMTS9	NM_182920	96.00	188.00	83.00	392.89	223.98	166.00
RPS6KB2	NM_003952	334.00	627.00	255.00	424.00	540.00	520.00
BAZ2B	NM_001289975,NM_013450,NR_110586	741.25	1059.90	470.40	669.93	439.22	446.11
PRICKLE2	NM_198859	1210.68	1794.10	840.49	2560.06	1835.25	1604.81
COL18A1-AS2	NR_052004	0.00	3.00	1.00	0.00	1.00	2.00
HSFY2	NM_001001877,NM_001001877_chrY:20893325_20935601,NM_153716,NM_153716_chrY:20933700_20935621,NR_003509,NR_003509_chrY:20893325_20935621	0.00	0.00	0.00	0.00	0.00	0.00
LOC100996351	NR_110670	0.00	0.00	0.00	0.00	0.00	0.00
PRR7-AS1	NR_038915,NR_038916	8.00	12.00	11.00	1.00	9.00	3.00
PCBD1	NM_000281,NM_001289797	144.00	230.00	96.00	243.00	267.00	249.00
LINC01495	NR_120583	0.00	0.00	0.00	0.00	0.00	0.00
SFT2D1	NM_145169,NR_130112,NR_130113,NR_130114	79.00	122.00	40.00	74.00	108.00	102.00
AMDHD1	NM_152435	1.00	1.00	1.00	1.00	2.00	1.00
LOC100294362	NR_029376	20.32	24.97	26.07	10.62	7.32	7.41
GOLGA6L5P	NR_003246	29.62	40.77	18.41	10.22	2.91	4.17
RIN3	NM_024832	16.00	19.00	9.00	10.00	34.00	40.00
HSD17B4	NM_000414,NM_001199291,NM_001199292,NM_001292027,NM_001292028	607.00	947.00	470.00	645.00	874.00	707.00
SOX1	NM_005986	0.00	0.00	0.00	0.00	0.00	0.00
C10orf99	NM_207373	1.00	0.00	0.00	0.00	0.00	0.00
TSPAN33	NM_178562	28.00	55.00	19.00	33.00	53.00	46.00
ZNF645	NM_152577	0.00	0.00	0.00	0.00	0.00	0.00
CYFIP1	NM_001033028,NM_001287810,NM_014608	650.00	1158.00	530.00	920.00	1159.00	1065.00
DDX59	NM_001031725	179.00	275.00	140.00	215.00	201.00	176.00
NFS1	NM_001198989,NM_021100,NR_037570	190.00	291.00	151.00	138.00	247.00	205.00
CHAF1A	NM_005483	78.00	95.00	45.00	149.00	208.00	208.00
OR1D2	NM_002548	0.00	0.00	0.00	0.00	0.00	0.00
ZNF142	NM_001105537,NR_073599,NR_073600	168.00	312.00	178.00	188.00	299.00	305.00
LOC101928940	NR_120567	0.00	0.00	0.00	0.00	0.00	0.00
SPG7	NM_003119,NM_199367	482.00	832.00	319.00	429.00	563.00	536.00
MIR1238	NR_031603	0.00	0.00	0.00	0.00	0.00	0.00
FUZ	NM_001171937,NM_025129,NR_033269	41.42	124.00	47.70	83.51	82.41	68.21
LIPE-AS1	NR_073179,NR_073180	1.00	4.00	4.00	3.00	1.00	1.00
PCDH11X	NM_001168360,NM_001168361,NM_001168362,NM_001168363,NM_032968,NM_032969	5.36	11.15	1.00	6.85	4.02	3.99
TXNL4A	NM_001303471,NM_006701	229.00	346.00	141.00	211.00	276.00	270.00
SNORD28	NR_002562	0.00	0.00	0.00	0.00	0.00	0.00
SLC25A38	NM_017875	387.00	588.00	263.00	448.00	571.00	502.00
IRX3	NM_024336	355.11	534.48	238.63	336.59	320.71	308.61
ACKR4	NM_016557,NM_178445	1.00	5.00	6.00	1.00	2.00	1.00
C12orf56	NM_001099676,NM_001170633	0.00	1.00	0.00	0.00	0.00	0.00
RGS7	NM_001282773,NM_001282775,NM_001282778,NM_002924	0.00	0.00	0.00	0.00	0.00	0.00
DEFB109P1B	NR_003668,NR_003668_chr8:7847936_7855043	0.00	0.00	1.00	0.00	0.00	0.00
MIR34C	NR_029840	0.00	0.00	0.00	0.00	0.00	0.00
CIAPIN1	NM_020313	187.00	315.00	135.00	192.00	292.00	260.00
LOC401320	NR_038889	16.00	22.00	19.00	27.00	35.00	28.00
LINC01182	NR_121681	0.00	1.00	0.00	0.00	0.00	1.00
TMEM159	NM_001301769,NM_001301771,NM_001301773,NM_001301774,NM_001301775,NM_020422,NR_125971	277.00	440.00	155.00	302.00	313.00	256.00
TBR1	NM_006593	0.00	1.00	0.00	0.00	0.00	0.00
FAM47A	NM_203408	3.00	2.00	2.00	0.00	0.00	0.00
SMG1P5	NR_002453	400.72	560.29	215.30	282.94	365.18	325.98
LOC401177	NR_033975	0.00	0.00	0.00	0.00	0.00	1.00
PHYHIP	NM_001099335,NM_014759	0.00	0.00	1.00	0.00	0.00	0.00
LOC100129216	NM_001242853	0.00	0.00	0.00	0.00	0.00	0.00
FLJ44511	NR_033963	20.00	24.00	16.00	8.00	15.00	16.00
IFNL2	NM_172138	0.00	0.00	1.00	0.00	0.00	1.00
LOC100506639	NR_102752	22.00	35.00	19.00	26.90	19.56	24.00
KRTAP16-1	NM_001146182	0.00	0.00	0.00	0.00	0.00	0.00
GRSF1	NM_001098477,NM_002092	762.00	1165.00	520.00	815.00	892.00	819.00
TKTL2	NM_032136	1.00	3.00	0.00	1.00	4.00	1.00
DENND4C	NM_017925,NR_073201	809.00	1122.00	512.00	826.00	660.00	642.00
FIBIN	NM_203371	0.00	0.00	0.00	0.00	0.00	0.00
CABP2	NM_016366	0.00	0.00	0.00	0.00	0.00	0.00
SOSTDC1	NM_015464	0.00	0.00	0.00	0.00	0.00	0.00
LINC01121	NR_033831	0.00	0.00	0.00	0.00	0.00	1.00
PAX5	NM_001280547,NM_001280548,NM_001280549,NM_001280550,NM_001280551,NM_001280552,NM_001280553,NM_001280554,NM_001280555,NM_001280556,NM_016734,NR_103999,NR_104000	1.00	5.00	4.00	4.00	8.00	10.00
PPBP	NM_002704	0.00	0.00	0.00	0.00	0.00	0.00
CATIP-AS2	NR_125777	1.00	0.00	2.00	1.00	2.00	0.00
UGT2B7	NM_001074	0.00	1.00	0.00	0.00	0.00	0.00
WEE1	NM_001143976,NM_003390	177.00	263.00	93.00	235.00	279.00	249.00
WDFY4	NM_020945	7.00	13.00	4.00	8.00	5.00	3.00
SLC12A1	NM_000338,NM_001184832	1.00	0.00	0.00	0.00	1.00	0.00
TMEM245	NM_032012	990.00	1517.00	675.00	940.00	933.00	877.00
PLBD1-AS1	NR_120465	1.00	0.00	0.00	2.00	2.00	0.00
KRTAP23-1	NM_181624	0.00	0.00	0.00	0.00	0.00	0.00
CIT	NM_001206999,NM_007174	114.00	154.00	82.00	368.00	729.00	614.00
RPE	NM_001278282,NM_001278283,NM_001278285,NM_001278286,NM_001278288,NM_001278289,NM_006916,NM_199229	474.93	739.34	297.53	545.95	619.24	506.00
LETM1	NM_012318	544.00	908.00	412.00	427.00	656.00	584.00
MIR7850	NR_107004	0.00	0.00	0.00	0.00	0.00	0.00
VGF	NM_003378	51.00	66.00	29.00	40.00	94.00	68.00
RBL2	NM_005611	561.16	870.83	416.98	841.40	657.31	582.75
HTATSF1	NM_001163280,NM_014500	898.00	1398.00	622.00	730.00	737.00	712.00
OLR1	NM_001172632,NM_001172633,NM_002543	0.00	0.00	0.00	0.00	0.00	0.00
LINC00909	NR_024484	52.00	70.00	34.00	34.00	50.00	40.00
CCDC34	NM_030771,NM_080654	66.00	92.00	47.00	133.00	84.00	82.00
VTI1A	NM_145206	159.00	280.00	109.00	209.00	228.00	212.00
LOC100130987	NR_024469	36.00	36.00	29.00	12.00	14.00	11.00
ATP6V1B2	NM_001693	175.00	280.00	118.00	201.00	303.00	289.00
MAP2	NM_001039538,NM_002374,NM_031845,NM_031847	80.00	108.00	58.00	160.00	171.00	158.00
STIM1	NM_001277961,NM_001277962,NM_003156	110.00	202.00	87.00	126.00	131.00	96.00
H1FOO	NM_153833	0.00	0.00	0.00	0.00	0.00	0.00
NUAK1	NM_014840	149.00	222.00	101.00	107.00	139.00	120.00
ZNF160	NM_001102603,NM_033288,NM_198893	313.00	434.00	222.00	438.00	354.00	309.00
MAN2B2	NM_001292038,NM_015274	183.00	262.00	118.00	264.00	240.00	220.00
PDRG1	NM_030815	195.00	365.00	168.00	223.00	241.00	218.00
TUBGCP6	NM_020461	362.00	625.00	263.00	181.00	139.00	168.00
SCARNA9	NR_002569	128.02	159.00	67.00	67.00	31.00	41.01
LOC401134	NR_033976	0.00	0.00	0.00	0.00	0.00	0.00
ZNF649	NM_023074	0.00	0.00	0.00	0.00	0.00	0.00
TEX261	NM_144582	407.00	731.00	321.00	520.00	732.00	617.00
MXD3	NM_001142935,NM_031300	53.66	79.01	25.42	114.88	116.47	118.21
SLC10A2	NM_000452	0.00	0.00	0.00	0.00	0.00	0.00
PARN	NM_001134477,NM_001242992,NM_002582	426.00	658.00	260.00	434.00	448.00	367.00
MKLN1	NM_001145354,NM_013255	509.00	791.00	373.00	620.00	576.00	506.00
MSX1	NM_002448	9.00	8.00	8.00	22.00	15.00	13.00
SLC4A1AP	NM_018158	292.99	471.15	202.45	269.07	304.71	278.43
SH2D3A	NM_005490	73.00	107.00	43.00	60.00	64.00	71.00
MIR4662B	NR_039809	0.00	0.00	0.00	0.00	0.00	0.00
CHRDL1	NM_001143981,NM_001143982,NM_001143983,NM_145234	0.00	0.00	0.00	0.00	0.00	0.00
MSMP	NM_001044264	8.92	23.69	4.04	7.38	16.86	10.91
HIST1H2BC	NM_003526	323.56	468.03	203.00	919.02	1417.01	1256.95
HSPA4L	NM_014278	101.00	127.00	63.00	145.00	163.00	121.00
LOC401127	NR_026854	1.00	0.00	0.00	1.00	1.00	0.00
KCNIP2	NM_014591,NM_173191,NM_173192,NM_173193,NM_173194,NM_173195,NM_173197	3.00	6.00	3.00	0.00	1.00	3.00
NDUFA10	NM_004544	495.00	799.00	348.00	555.00	786.00	665.00
MEAF6	NM_001270875,NM_001270876,NM_022756,NR_073090,NR_073091,NR_073092	342.00	473.00	231.00	439.00	378.00	339.00
MIR4508	NR_039731	0.00	0.00	0.00	0.00	0.00	0.00
STPG2	NM_174952	4.00	5.00	2.00	3.00	1.00	1.00
FUT8	NM_004480,NM_178155,NM_178156,NR_038167,NR_038170	1891.55	2769.09	1162.95	1735.51	1477.76	1346.75
PLA2G2F	NM_022819	0.00	0.00	0.00	0.00	0.00	1.00
NLRP5	NM_153447	0.00	0.00	0.00	2.00	0.00	0.00
GPR137B	NM_003272	268.00	379.00	178.00	279.00	189.00	155.00
BPY2B	NM_001002760,NM_001002760_chrY:26764150_26785352,NM_001002760_chrY:27177049_27198251	0.00	0.00	0.00	0.00	0.00	0.00
MIRLET7D	NR_029481	0.00	0.00	0.00	0.00	0.00	0.00
TSTD1	NM_001113205,NM_001113206,NM_001113207	156.00	226.00	93.00	257.00	203.00	185.00
ABCB9	NM_001243013,NM_001243014,NM_019624,NM_019625,NM_203444	80.00	140.00	62.00	61.00	110.00	83.00
LINC01541	NR_038325,NR_038326	0.00	0.00	0.00	0.00	0.00	0.00
CD4	NM_000616,NM_001195014,NM_001195015,NM_001195016,NM_001195017	0.00	0.00	0.00	0.00	0.00	0.00
ZBTB37	NM_001122770,NM_032522	106.00	154.00	70.00	139.00	120.00	111.00
MVP	NM_001293204,NM_001293205,NM_005115,NM_017458	394.00	709.00	312.00	636.00	510.98	489.00
MIR3122	NR_036068	0.00	0.00	0.00	0.00	0.00	0.00
LOC101927692	NR_120628	0.00	0.00	0.00	1.00	0.00	0.00
UHRF1BP1	NM_017754	511.00	748.00	374.00	568.00	853.00	728.00
OR2T29	NM_001004694	0.00	0.00	0.00	0.00	0.00	0.00
AKAP11	NM_016248	933.00	1313.00	671.00	769.00	987.00	896.00
BBS9	NM_001033604,NM_001033605,NM_014451,NM_198428	143.00	195.00	97.00	160.00	135.00	123.00
PSMD8	NM_002812	1011.00	1378.00	628.00	1146.00	1446.00	1285.00
LINC01580	NR_120322,NR_120323	0.00	0.00	0.00	0.00	0.00	0.00
DARS2	NM_018122	373.00	568.00	248.00	536.00	1034.00	954.00
TMEM50B	NR_040016	342.00	503.00	225.00	314.00	204.00	193.00
TRIM4	NM_033017,NM_033091	284.00	427.00	183.00	289.00	264.00	212.00
PHF20	NM_016436	271.00	414.00	198.00	357.08	350.00	315.00
SCGB2A1	NM_002407	0.00	1.00	1.00	1.00	0.00	0.00
PAX6	NM_000280,NM_001127612,NM_001258462,NM_001258463,NM_001258464,NM_001258465,NM_001604	17.00	23.00	14.00	8.00	4.00	3.00
MIR342	NR_029888	0.00	0.00	0.00	0.00	0.00	0.00
ADAM20P1	NR_037933	2.00	5.00	4.00	2.00	3.00	5.00
CERS4	NM_024552	277.00	412.00	197.00	211.00	154.00	168.00
NUTM2F	NM_017561	8.46	1.98	4.03	4.59	0.00	0.00
MIR4664	NR_039810	0.00	0.00	0.00	0.00	0.00	0.00
ICE1	NM_015325	1198.00	1863.00	856.00	702.00	725.00	619.00
TUBB4B	NM_006088	1773.41	2875.41	1271.34	2953.51	3982.90	3617.27
RND3	NM_001254738,NM_005168	366.00	484.00	214.00	197.00	228.00	216.00
IFI27L1	NM_145249,NM_206949	18.00	26.00	3.00	20.00	28.00	29.00
STK3	NM_001256312,NM_001256313,NM_006281	396.00	560.00	246.00	427.00	404.00	330.00
GLRX5	NM_016417	572.00	873.00	377.00	549.00	602.00	559.00
KIRREL3-AS2	NR_046986	0.00	0.00	0.00	0.00	0.00	0.00
GALNT10	NM_198321	703.00	1036.00	460.00	529.00	630.00	541.00
HSD3B1	NM_000862	1.00	8.00	4.00	0.00	1.00	0.00
ECE1	NM_001113347,NM_001113348,NM_001113349,NM_001397	1427.00	2408.00	1116.00	1097.00	1144.00	1068.00
EMC10	NM_175063,NM_206538	539.00	822.93	399.99	568.78	611.74	547.71
DCDC2B	NM_001099434	7.00	7.00	3.00	4.00	2.00	7.00
KLF7	NM_001270942,NM_001270943,NM_001270944,NM_003709,NR_073108	116.00	203.00	109.00	123.00	135.00	147.00
BTF3	NM_001037637,NM_001207	2941.00	4352.00	1930.00	3393.00	3406.00	3063.00
RBM42	NM_024321	360.00	526.00	217.00	398.00	585.00	522.00
CKAP2	NM_001098525,NM_001286686,NM_001286687,NM_018204	441.00	716.00	317.00	692.00	722.00	675.00
NRP1	NM_001024628,NM_001024629,NM_001244972,NM_001244973,NM_003873,NR_045259	2615.00	4076.00	1826.00	2525.00	1981.00	1831.00
MIR450A2	NR_030227	0.00	0.00	0.00	0.00	0.00	0.00
SNIP1	NM_024700	269.00	420.00	169.00	262.00	253.00	227.00
MAN2B1	NM_000528,NM_001173498	215.00	387.00	140.00	264.00	464.00	452.00
CCND1	NM_053056	9488.00	14765.00	6518.00	10858.00	10742.00	9504.00
FAM109A	NM_001177996,NM_001177997,NM_144671	56.00	105.00	46.00	66.00	62.00	70.00
RBM25	NM_021239	602.00	942.00	423.00	608.00	551.00	472.00
PIAS2	NM_004671,NM_173206	130.00	177.00	101.00	130.00	118.00	144.00
SF3A1	NM_005877	400.92	662.99	292.97	536.92	745.81	671.93
MORN2	NM_001145450	59.00	81.00	24.00	51.00	50.00	38.00
LOC102723377	NR_120672	0.00	0.00	0.00	0.00	0.00	0.00
HIATL1	NM_032558	620.37	943.30	437.20	669.88	727.96	628.39
SPCS1	NM_014041	344.73	506.87	228.00	350.77	385.93	313.00
SLC25A42	NM_178526	58.00	85.00	42.00	83.00	86.00	72.00
RNF207	NM_207396	28.07	53.19	19.14	6.04	10.01	7.02
ATP1B3	NM_001679	485.00	715.00	281.00	455.00	585.00	481.00
ZNF248	NM_001267597,NM_001267605,NM_001267606,NM_001267607,NM_021045	208.00	259.00	127.00	157.00	144.00	135.00
MYCNOS	NR_026766,NR_110230	0.00	0.00	0.00	0.00	0.00	0.00
UBE2DNL	NR_024062	0.00	0.00	0.00	0.00	0.00	0.00
MIR125A	NR_029693	0.00	0.00	0.00	0.00	0.00	0.00
ZBED1	NM_001171135,NM_001171135_chrY:2354454_2368580,NM_001171136,NM_001171136_chrY:2354454_2369008,NM_004729,NM_004729_chrY:2354454_2369008	133.00	201.74	114.00	237.00	218.00	235.00
TRIM48	NM_024114	0.00	0.00	0.00	0.00	0.00	0.00
SLC25A17	NM_001282726,NM_001282727,NM_006358,NR_104235,NR_104236,NR_104237,NR_104238	103.00	139.00	62.00	77.00	124.00	102.00
FLVCR2	NM_001195283,NM_017791	350.42	552.33	274.45	368.36	419.64	425.14
RUFY1	NM_001040451,NM_001040452,NM_025158	413.00	621.00	274.00	427.00	423.00	395.00
ZNF439	NM_152262	0.00	0.00	0.00	0.00	0.00	0.00
CTCFL	NM_001269040,NM_001269041,NM_001269042,NM_001269043,NM_001269044,NM_001269045,NM_001269046,NM_001269047,NM_001269048,NM_001269049,NM_001269050,NM_001269051,NM_001269052,NM_001269054,NM_001269055,NM_080618,NR_072975	0.00	0.00	0.00	0.00	0.00	0.00
CCL1	NM_002981	0.00	0.00	0.00	0.00	0.00	0.00
CBWD6	NM_001085457	23.02	68.65	18.72	24.32	22.26	23.76
MAP1LC3B2	NM_001085481	0.00	0.00	0.00	0.00	0.00	0.00
DDX18	NM_006773	1018.00	1449.00	646.00	714.00	841.00	777.00
LRRC16B	NM_138360	34.00	41.00	23.00	4.00	7.00	4.00
LOC101927305	NR_125883,NR_125884	0.00	0.00	0.00	0.00	0.00	0.00
GPRC6A	NM_001286354,NM_001286355,NM_148963	0.00	0.00	0.00	0.00	0.00	0.00
GATA5	NM_080473	0.00	0.00	0.00	0.00	1.00	3.00
SLCO1B3	NM_019844	0.00	0.00	0.00	0.00	0.00	0.00
CASKIN2	NM_001142643,NM_020753	439.42	726.67	341.27	459.06	569.76	508.65
LMO7	NM_005358,NM_015842	485.00	719.00	312.00	320.00	279.00	251.00
KIAA0196	NM_014846	916.00	1434.00	717.00	1101.00	1172.00	1046.00
OSTN	NM_198184	0.00	0.00	0.00	0.00	0.00	0.00
PLA2G4D	NM_178034	0.00	0.00	0.00	0.00	0.00	0.00
MIR499B	NR_039912	0.00	0.00	0.00	0.00	0.00	0.00
RPUSD4	NM_001144827,NM_032795	71.00	111.00	61.00	91.00	133.00	114.00
NKAPP1	NR_027131	11.00	14.00	0.00	7.00	6.00	9.00
CA8	NM_004056	104.00	148.00	65.00	121.00	74.00	83.00
MIR941-3	NR_030639_chr20:62551084_62551201	0.00	0.00	0.00	0.33	0.00	0.00
TSC22D2	NM_001303264,NM_014779,NR_130136	456.00	735.00	345.00	673.00	588.00	531.00
OSER1	NM_016470	462.00	684.00	266.00	263.00	358.00	294.00
LINC00297	NR_046510	0.00	0.00	0.00	0.00	0.00	0.00
SEC22B	NM_004892	553.00	806.00	324.00	673.00	639.00	572.00
LOC100996291	NR_073178	0.00	0.00	0.00	0.00	1.00	0.00
LRRC14	NM_001272036,NM_014665	235.13	408.40	197.10	188.40	138.90	144.55
UQCRQ	NM_014402	809.00	1104.00	430.00	730.00	1012.00	926.00
USP17L19	NM_001256860	0.00	0.00	0.00	0.00	0.00	0.00
B3GAT1	NM_018644,NM_054025	1.00	0.00	0.00	0.00	0.00	0.00
FAM189A1	NM_015307	0.00	1.00	1.00	3.00	4.00	0.00
SMS	NM_001258423,NM_004595	480.00	719.00	342.00	944.00	1168.00	1007.00
MIR500B	NR_036257	0.00	0.00	0.00	0.00	0.00	0.00
RSPO3	NM_032784	1.00	0.00	0.00	0.00	0.00	0.00
RP2	NM_006915	122.00	141.00	67.00	119.00	93.00	80.00
NTS	NM_006183	0.00	1.00	0.00	0.00	0.00	0.00
APOLD1	NM_001130415,NM_030817	32.00	60.00	23.00	68.00	71.00	51.00
ATRNL1	NM_001276282,NM_207303,NR_074088	108.00	215.00	89.00	367.00	154.00	152.00
TMPRSS5	NM_001288749,NM_001288750,NM_001288751,NM_001288752,NM_030770,NR_110046,NR_110047	0.00	0.00	0.00	2.00	1.00	1.00
SLC25A13	NM_001160210,NM_014251,NR_027662	258.00	379.00	167.00	319.00	566.00	482.00
UPK2	NM_006760	2.00	3.00	4.00	10.00	11.00	10.00
GUSBP4	NR_003660,NR_125727,NR_125728,NR_125729	71.25	101.92	39.31	50.61	71.13	62.85
LINC00538	NR_046189	0.00	0.00	0.00	0.00	0.00	0.00
TBX18	NM_001080508	0.00	0.00	0.00	0.00	0.00	0.00
ST6GALNAC3	NM_001160011,NM_152996	0.00	0.00	0.00	0.00	0.00	0.00
SPTSSB	NM_001040100	11518.00	15981.00	7295.00	12973.00	9031.00	7970.00
OR4M1	NM_001005500	0.00	0.00	0.00	0.00	0.00	0.00
DGCR14	NM_022719	197.00	265.00	128.00	105.00	166.00	149.00
MTHFD1	NM_005956	703.00	1061.00	485.00	1323.00	2296.00	2099.00
LMAN2L	NM_001142292,NM_030805,NR_024518,NR_024519,NR_024520,NR_024521	239.00	323.00	139.00	161.00	148.00	177.00
GRM6	NM_000843	0.00	0.00	1.00	0.00	1.00	0.00
USP17L25	NM_001242326,NM_001242326_chr4:9326890_9328483,NM_001242326_chr4:9331636_9333229,NM_001242326_chr4:9336383_9337976,NM_001242326_chr4:9341128_9342721,NM_001242326_chr4:9350618_9352211,NM_001242326_chr4:9355363_9356956,NM_001242326_chr4:9364854_9366447	0.00	0.00	0.00	0.00	0.00	0.00
MRPL23-AS1	NR_024471	5.00	3.00	2.00	1.00	2.00	4.00
MED28	NM_025205	202.00	292.00	138.00	233.00	208.00	199.00
ABCB8	NM_001282291,NM_001282292,NM_001282293,NM_007188	126.00	201.00	83.00	137.00	177.00	191.00
OR13C3	NM_001001961	0.00	0.00	0.00	0.00	0.00	0.00
CT83	NM_001017978	49.00	86.00	25.00	19.00	20.00	12.00
AREG	NM_001657,NM_001657_chr4:75480590_75490485	618.00	970.00	450.00	1021.00	2097.00	1899.00
SNORD83B	NR_000028	0.00	0.00	0.00	0.00	0.00	0.00
GLCCI1	NM_138426	348.00	529.00	249.00	670.00	420.00	319.00
PPP1R21	NM_001135629,NM_001193475,NM_152994,NR_024188	200.00	244.00	104.00	204.00	203.00	192.00
DPY19L1P1	NR_036680	46.17	78.32	47.64	63.29	32.85	20.93
PPP1R12C	NM_001271618,NM_017607	246.00	396.00	165.00	215.00	235.00	210.00
PGA4	NM_001079808	0.00	0.00	0.00	0.00	0.00	0.00
SI	NM_001041	0.00	0.00	0.00	1.00	0.00	1.00
OR1C1	NM_012353	0.00	0.00	0.00	0.00	0.00	0.00
MIR574	NR_030300	0.00	0.00	0.00	0.00	0.00	0.00
S100A1	NM_006271	1.00	2.00	5.00	2.00	4.00	1.00
DDB2	NM_000107,NM_001300734	456.00	737.00	306.00	476.00	617.00	526.00
PTTG1IP	NM_001286822,NM_004339,NR_104597	3073.00	4823.00	2037.00	3144.00	2669.00	2286.00
LIPJ	NM_001010939	0.00	1.00	1.00	0.00	0.00	1.00
IFNA2	NM_000605	0.00	0.00	0.00	0.00	0.00	0.00
LMBRD2	NM_001007527	247.00	332.00	149.00	230.00	191.00	151.00
LINC01475	NR_120618	0.00	0.00	0.00	0.00	0.00	0.00
SMARCC1	NM_003074	525.00	810.00	374.00	1016.00	1339.00	1176.00
SNORA22	NR_002961	354.00	343.00	163.00	205.00	78.00	92.00
ZFP36L2	NM_006887	907.00	1386.00	729.00	782.00	1833.00	1765.00
BMS1P18	NR_073459,NR_073459_chr14:19894368_19904572,NR_073459_chr22:16162065_16172265	35.01	49.00	21.00	27.00	44.00	36.00
ACAN	NM_001135,NM_013227	1.00	1.00	0.00	0.00	0.00	0.00
ABI2	NM_001282925,NM_001282926,NM_001282927,NM_001282932,NM_005759	369.00	550.00	255.00	492.00	569.00	539.00
KIF1B	NM_015074,NM_183416	499.00	780.00	357.00	649.00	1072.00	959.00
GXYLT1P3	NR_121572,NR_121572_chr9:43003238_43008397	0.00	1.00	0.00	0.00	0.00	0.00
TLL2	NM_012465	2.00	0.00	1.00	2.00	3.00	1.00
FBN3	NM_032447	0.00	1.00	0.00	1.00	0.00	1.00
RBM18	NM_033117,NR_027125,NR_027126	316.00	416.84	173.00	264.59	194.11	189.00
TMED6	NM_144676	2.00	7.00	2.00	2.00	2.00	3.00
DENND5B-AS1	NR_046909	1.04	2.25	0.00	0.00	1.27	0.00
LOC101928162	NR_120463	0.00	0.00	0.00	0.00	0.00	0.00
FYCO1	NM_024513	348.00	479.00	232.00	487.00	481.00	476.00
MBD3L2	NM_144614	0.00	0.00	0.00	0.00	0.00	0.00
ZBTB12	NM_181842	58.90	73.00	47.88	54.95	44.00	43.00
COPE	NM_007263,NM_199442,NM_199444	619.00	940.00	395.00	857.00	1112.00	1058.00
CACNG5	NM_145811	0.00	0.00	0.00	0.00	0.00	0.00
NKX6-1	NM_006168	1.00	0.00	0.00	0.00	0.00	1.00
RNU5E-1	NR_002754	0.00	0.00	0.00	0.00	0.00	0.00
ATAT1	NM_001031722,NM_001254952,NM_024909	31.00	36.00	17.00	16.00	25.00	34.00
MIR876	NR_030597	0.00	0.00	0.00	0.00	0.00	0.00
PSMB6	NM_001270481,NM_002798	568.00	816.00	368.00	521.00	784.00	707.00
RAB40A	NM_080879	0.00	0.00	1.00	2.00	1.00	1.00
MEA1	NM_014623	465.96	626.39	280.04	412.60	567.20	457.30
PFDN2	NM_012394	61.00	106.00	38.00	97.00	105.00	104.00
ZNF615	NM_001199324,NM_198480	14.00	16.00	4.00	24.00	37.00	45.00
VPS9D1	NM_004913	84.28	157.77	74.24	90.20	92.02	88.51
SCGB3A2	NM_054023	0.00	0.00	0.00	0.00	0.00	0.00
KIAA1377	NM_020802	15.00	13.00	10.00	29.00	22.00	24.00
MIR106B	NR_029831	0.00	0.00	0.00	0.00	0.00	0.00
SYNGR2	NM_004710	993.00	1493.00	614.00	1048.00	1181.00	1072.00
SETD8	NM_020382	336.00	481.00	204.00	382.00	531.00	430.00
APOBR	NM_018690	4.00	4.00	0.00	5.00	2.00	3.00
DOHH	NM_001145165,NM_031304	36.00	79.00	49.00	56.00	65.00	49.00
PPP1R2	NM_001291504,NM_001291505,NM_006241	846.00	1228.00	536.00	733.00	520.00	463.00
TMEM11	NM_003876,NR_024547	168.00	253.00	94.00	177.00	186.00	148.00
